date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-08-14,25.104166666666668,21.083333333333332,360.7083333333333,19.845833333333335,5.620833333333334,44.791666666666664,0.39875,7.375,1.2375,74.5,58.333333333333336
2025-08-15,25.191666666666666,22.058333333333334,396.4166666666667,15.666666666666666,4.866666666666666,69.0,0.395,6.333333333333333,1.2125000000000001,68.83333333333333,45.375
2025-08-16,49.77916666666667,39.020833333333336,399.25,17.095833333333335,5.3999999999999995,80.5,0.7441666666666666,19.958333333333332,1.2395833333333333,90.25,63.333333333333336
2025-08-17,66.58749999999999,29.3125,347.2083333333333,10.829166666666666,6.2375,85.91666666666667,0.53125,65.125,1.8958333333333333,104.83333333333333,72.41666666666667
2025-08-18,28.9375,26.191666666666666,316.0,9.154166666666667,5.220833333333333,89.58333333333333,0.605,5.5,1.6500000000000001,78.45833333333333,59.333333333333336
2025-08-19,58.55416666666667,26.1125,316.125,9.125,4.875,94.20833333333333,0.48458333333333337,71.66666666666667,1.9458333333333335,79.33333333333333,60.833333333333336
2025-08-20,35.77916666666666,20.416666666666668,254.91666666666666,8.575,4.925,88.08333333333333,0.45875,29.625,2.2895833333333333,72.66666666666667,61.458333333333336
2025-08-21,22.15416666666667,20.045833333333334,316.0,11.233333333333334,3.720833333333333,83.75,0.5816666666666667,3.8333333333333335,1.7333333333333334,66.79166666666667,45.458333333333336
2025-08-22,18.258333333333333,17.379166666666666,320.0416666666667,10.216666666666667,2.529166666666667,74.79166666666667,0.6729166666666666,1.625,0.8041666666666667,67.16666666666667,41.666666666666664
2025-08-23,16.025000000000002,12.387500000000001,288.7083333333333,10.966666666666667,2.891666666666667,64.375,0.5025000000000001,7.125,0.63125,56.958333333333336,32.125
2025-08-24,12.362499999999999,11.570833333333333,385.125,12.883333333333333,3.016666666666667,68.875,0.3729166666666666,1.7083333333333333,1.3125,46.5,31.333333333333332
2025-08-25,16.170833333333334,15.966666666666667,390.6666666666667,12.0875,3.720833333333333,79.5,0.4183333333333334,0.3333333333333333,1.7208333333333332,57.0,37.833333333333336
2025-08-26,35.94583333333333,26.287499999999998,403.75,11.029166666666667,3.908333333333333,89.66666666666667,0.6075,19.291666666666668,1.1979166666666667,67.375,47.166666666666664
2025-08-27,46.666666666666664,26.425,543.5833333333334,13.995833333333332,3.891666666666667,78.75,0.5870833333333333,40.625,1.1020833333333333,86.25,63.208333333333336
